ZIP,Pkg Sort Code,ACI Hub,Presort Group Name,Phase,DDU Entry Available,Home Delivery Available,Zone from ACI Hub,Phase 1 Transit (bus days)
53159,,CVG,,2,YES,NOT YET,3,
53167,,CVG,,2,YES,NOT YET,3,
53170,,CVG,,2,YES,NOT YET,3,
53171,,CVG,,2,YES,NOT YET,3,
53172,,CVG,,2,YES,NOT YET,3,
53177,,CVG,,2,YES,NOT YET,3,
53179,,CVG,,2,YES,NOT YET,3,
53181,,CVG,,2,YES,NOT YET,3,
53183,,CVG,,2,YES,NOT YET,3,
53185,,CVG,,2,YES,NOT YET,3,
53186,,CVG,,2,YES,NOT YET,3,
53187,,CVG,,2,YES,NOT YET,3,
53188,,CVG,,2,YES,NOT YET,3,
53189,,CVG,,2,YES,NOT YET,3,
53194,,CVG,,2,YES,NOT YET,3,
53201,,CVG,,2,YES,NOT YET,3,
53202,,CVG,,2,YES,NOT YET,3,
53203,,CVG,,2,YES,NOT YET,3,
53204,,CVG,,2,YES,NOT YET,3,
53205,,CVG,,2,YES,NOT YET,3,
53206,,CVG,,2,YES,NOT YET,3,
53207,,CVG,,2,YES,NOT YET,3,
53208,,CVG,,2,YES,NOT YET,3,
53209,,CVG,,2,YES,NOT YET,3,
53210,,CVG,,2,YES,NOT YET,3,
53211,,CVG,,2,YES,NOT YET,3,
53212,,CVG,,2,YES,NOT YET,3,
53213,,CVG,,2,YES,NOT YET,3,
53214,,CVG,,2,YES,NOT YET,3,
53215,,CVG,,2,YES,NOT YET,3,
53216,,CVG,,2,YES,NOT YET,3,
53217,,CVG,,2,YES,NOT YET,3,
53218,,CVG,,2,YES,NOT YET,3,
53219,,CVG,,2,YES,NOT YET,3,
53220,,CVG,,2,YES,NOT YET,3,
53221,,CVG,,2,YES,NOT YET,3,
53222,,CVG,,2,YES,NOT YET,3,
53223,,CVG,,2,YES,NOT YET,3,
53224,,CVG,,2,YES,NOT YET,3,
53225,,CVG,,2,YES,NOT YET,3,
53226,,CVG,,2,YES,NOT YET,3,
53227,,CVG,,2,YES,NOT YET,3,
53228,,CVG,,2,YES,NOT YET,3,
53233,,CVG,,2,YES,NOT YET,3,
53234,,CVG,,2,YES,NOT YET,3,
53235,,CVG,,2,YES,NOT YET,3,
53237,,CVG,,2,YES,NOT YET,3,
53259,,CVG,,2,YES,NOT YET,3,
53263,,CVG,,2,YES,NOT YET,3,
53274,,CVG,,2,YES,NOT YET,3,
53278,,CVG,,2,YES,NOT YET,3,
53288,,CVG,,2,YES,NOT YET,3,
53290,,CVG,,2,YES,NOT YET,3,
53293,,CVG,,2,YES,NOT YET,3,
53295,,CVG,,2,YES,NOT YET,3,
53401,,CVG,,2,YES,NOT YET,3,
53402,,CVG,,2,YES,NOT YET,3,
53403,,CVG,,2,YES,NOT YET,3,
53404,,CVG,,2,YES,NOT YET,3,
53405,,CVG,,2,YES,NOT YET,3,
53406,,CVG,,2,YES,NOT YET,3,
53408,,CVG,,2,YES,NOT YET,3,
53511,,CVG,,2,YES,NOT YET,4,
53512,,CVG,,2,YES,NOT YET,4,
53532,,CVG,,2,YES,NOT YET,4,
53545,,CVG,,2,YES,NOT YET,4,
53546,,CVG,,2,YES,NOT YET,4,
53547,,CVG,,2,YES,NOT YET,4,
53548,,CVG,,2,YES,NOT YET,4,
53558,,CVG,,2,YES,NOT YET,4,
53562,,CVG,,2,YES,NOT YET,4,
53590,,CVG,,2,YES,NOT YET,4,
53597,,CVG,,2,YES,NOT YET,4,
53598,,CVG,,2,YES,NOT YET,4,
53701,,CVG,,2,YES,NOT YET,4,
53702,,CVG,,2,YES,NOT YET,4,
53703,,CVG,,2,YES,NOT YET,4,
53704,,CVG,,2,YES,NOT YET,4,
53705,,CVG,,2,YES,NOT YET,4,
53706,,CVG,,2,YES,NOT YET,4,
53707,,CVG,,2,YES,NOT YET,4,
53708,,CVG,,2,YES,NOT YET,4,
53711,,CVG,,2,YES,NOT YET,4,
53713,,CVG,,2,YES,NOT YET,4,
53714,,CVG,,2,YES,NOT YET,4,
53715,,CVG,,2,YES,NOT YET,4,
53716,,CVG,,2,YES,NOT YET,4,
53717,,CVG,,2,YES,NOT YET,4,
53718,,CVG,,2,YES,NOT YET,4,
53719,,CVG,,2,YES,NOT YET,4,
53725,,CVG,,2,YES,NOT YET,4,
53726,,CVG,,2,YES,NOT YET,4,
53744,,CVG,,2,YES,NOT YET,4,
53774,,CVG,,2,YES,NOT YET,4,
53777,,CVG,,2,YES,NOT YET,4,
53782,,CVG,,2,YES,NOT YET,4,
53783,,CVG,,2,YES,NOT YET,4,
53784,,CVG,,2,YES,NOT YET,4,
53785,,CVG,,2,YES,NOT YET,4,
53786,,CVG,,2,YES,NOT YET,4,
53788,,CVG,,2,YES,NOT YET,4,
53790,,CVG,,2,YES,NOT YET,4,
53791,,CVG,,2,YES,NOT YET,4,
53792,,CVG,,2,YES,NOT YET,4,
53793,,CVG,,2,YES,NOT YET,4,
53794,,CVG,,2,YES,NOT YET,4,
53959,,CVG,,2,YES,NOT YET,4,
55003,,CVG,,2,YES,NOT YET,4,
55014,,CVG,,2,YES,NOT YET,4,
55016,,CVG,,2,YES,NOT YET,4,
55021,,CVG,,2,YES,NOT YET,4,
55025,,CVG,,2,YES,NOT YET,4,
55042,,CVG,,2,YES,NOT YET,4,
55043,,CVG,,2,YES,NOT YET,4,
55044,,CVG,,2,YES,NOT YET,4,
55054,,CVG,,2,YES,NOT YET,4,
55055,,CVG,,2,YES,NOT YET,4,
55060,,CVG,,2,YES,NOT YET,4,
55066,,CVG,,2,YES,NOT YET,4,
55068,,CVG,,2,YES,NOT YET,4,
55071,,CVG,,2,YES,NOT YET,4,
55075,,CVG,,2,YES,NOT YET,4,
55076,,CVG,,2,YES,NOT YET,4,
55077,,CVG,,2,YES,NOT YET,4,
55078,,CVG,,2,YES,NOT YET,4,
55082,,CVG,,2,YES,NOT YET,4,
55083,,CVG,,2,YES,NOT YET,4,
55090,,CVG,,2,YES,NOT YET,4,
55101,,CVG,,2,YES,NOT YET,4,
55102,,CVG,,2,YES,NOT YET,4,
55103,,CVG,,2,YES,NOT YET,4,
55104,,CVG,,2,YES,NOT YET,4,
55105,,CVG,,2,YES,NOT YET,4,
55106,,CVG,,2,YES,NOT YET,4,
55107,,CVG,,2,YES,NOT YET,4,
55108,,CVG,,2,YES,NOT YET,4,
55109,,CVG,,2,YES,NOT YET,4,
55110,,CVG,,2,YES,NOT YET,4,
55111,,CVG,,2,YES,NOT YET,4,
55112,,CVG,,2,YES,NOT YET,4,
55113,,CVG,,2,YES,NOT YET,4,
55114,,CVG,,2,YES,NOT YET,4,
55115,,CVG,,2,YES,NOT YET,4,
55116,,CVG,,2,YES,NOT YET,4,
55117,,CVG,,2,YES,NOT YET,4,
55118,,CVG,,2,YES,NOT YET,4,
55119,,CVG,,2,YES,NOT YET,4,
55120,,CVG,,2,YES,NOT YET,4,
55121,,CVG,,2,YES,NOT YET,4,
55122,,CVG,,2,YES,NOT YET,4,
55123,,CVG,,2,YES,NOT YET,4,
55124,,CVG,,2,YES,NOT YET,4,
55125,,CVG,,2,YES,NOT YET,4,
55126,,CVG,,2,YES,NOT YET,4,
55127,,CVG,,2,YES,NOT YET,4,
55128,,CVG,,2,YES,NOT YET,4,
55129,,CVG,,2,YES,NOT YET,4,
55130,,CVG,,2,YES,NOT YET,4,
55133,,CVG,,2,YES,NOT YET,4,
55144,,CVG,,2,YES,NOT YET,4,
55145,,CVG,,2,YES,NOT YET,4,
55146,,CVG,,2,YES,NOT YET,4,
55150,,CVG,,2,YES,NOT YET,4,
55155,,CVG,,2,YES,NOT YET,4,
55164,,CVG,,2,YES,NOT YET,4,
55165,,CVG,,2,YES,NOT YET,4,
55170,,CVG,,2,YES,NOT YET,4,
56998,,NYC,,2,YES,NOT YET,6,
60002,,CVG,,2,YES,NOT YET,3,
60004,,CVG,,2,YES,NOT YET,3,
60005,,CVG,,2,YES,NOT YET,3,
60007,,CVG,,2,YES,NOT YET,3,
60008,,CVG,,2,YES,NOT YET,3,
60009,,CVG,,2,YES,NOT YET,3,
60010,,CVG,,2,YES,NOT YET,3,
60011,,CVG,,2,YES,NOT YET,3,
60012,,CVG,,2,YES,NOT YET,3,
60013,,CVG,,2,YES,NOT YET,3,
60014,,CVG,,2,YES,NOT YET,3,
60015,,CVG,,2,YES,NOT YET,3,
60016,,CVG,,2,YES,NOT YET,3,
60017,,CVG,,2,YES,NOT YET,3,
60018,,CVG,,2,YES,NOT YET,3,
60020,,CVG,,2,YES,NOT YET,3,
60022,,CVG,,2,YES,NOT YET,3,
60025,,CVG,,2,YES,NOT YET,3,
60026,,CVG,,2,YES,NOT YET,3,
60030,,CVG,,2,YES,NOT YET,3,
60031,,CVG,,2,YES,NOT YET,3,
60035,,CVG,,2,YES,NOT YET,3,
60039,,CVG,,2,YES,NOT YET,3,
60041,,CVG,,2,YES,NOT YET,3,
60043,,CVG,,2,YES,NOT YET,3,
60044,,CVG,,2,YES,NOT YET,3,
60045,,CVG,,2,YES,NOT YET,3,
60046,,CVG,,2,YES,NOT YET,3,
60047,,CVG,,2,YES,NOT YET,3,
60048,,CVG,,2,YES,NOT YET,3,
60050,,CVG,,2,YES,NOT YET,3,
60051,,CVG,,2,YES,NOT YET,3,
60053,,CVG,,2,YES,NOT YET,3,
60056,,CVG,,2,YES,NOT YET,3,
60060,,CVG,,2,YES,NOT YET,3,
60061,,CVG,,2,YES,NOT YET,3,
60062,,CVG,,2,YES,NOT YET,3,
60065,,CVG,,2,YES,NOT YET,3,
60067,,CVG,,2,YES,NOT YET,3,
60068,,CVG,,2,YES,NOT YET,3,
60070,,CVG,,2,YES,NOT YET,3,
60073,,CVG,,2,YES,NOT YET,3,
60074,,CVG,,2,YES,NOT YET,3,
60076,,CVG,,2,YES,NOT YET,3,
60077,,CVG,,2,YES,NOT YET,3,
60078,,CVG,,2,YES,NOT YET,3,
60079,,CVG,,2,YES,NOT YET,3,
60081,,CVG,,2,YES,NOT YET,3,
60083,,CVG,,2,YES,NOT YET,3,
60084,,CVG,,2,YES,NOT YET,3,
60085,,CVG,,2,YES,NOT YET,3,
60087,,CVG,,2,YES,NOT YET,3,
60089,,CVG,,2,YES,NOT YET,3,
60090,,CVG,,2,YES,NOT YET,3,
60091,,CVG,,2,YES,NOT YET,3,
60093,,CVG,,2,YES,NOT YET,3,
60097,,CVG,,2,YES,NOT YET,3,
60098,,CVG,,2,YES,NOT YET,3,
60099,,CVG,,2,YES,NOT YET,3,
60101,,CVG,,2,YES,NOT YET,3,
60102,,CVG,,2,YES,NOT YET,3,
60103,,CVG,,2,YES,NOT YET,3,
60106,,CVG,,2,YES,NOT YET,3,
60107,,CVG,,2,YES,NOT YET,3,
60108,,CVG,,2,YES,NOT YET,3,
60110,,CVG,,2,YES,NOT YET,3,
60115,,CVG,,2,YES,NOT YET,3,
60118,,CVG,,2,YES,NOT YET,3,
60120,,CVG,,2,YES,NOT YET,3,
60123,,CVG,,2,YES,NOT YET,3,
60124,,CVG,,2,YES,NOT YET,3,
60126,,CVG,,2,YES,NOT YET,3,
60130,,CVG,,2,YES,NOT YET,3,
60131,,CVG,,2,YES,NOT YET,3,
60133,,CVG,,2,YES,NOT YET,3,
60134,,CVG,,2,YES,NOT YET,3,
60136,,CVG,,2,YES,NOT YET,3,
60137,,CVG,,2,YES,NOT YET,3,
60138,,CVG,,2,YES,NOT YET,3,
60139,,CVG,,2,YES,NOT YET,3,
60142,,CVG,,2,YES,NOT YET,3,
60148,,CVG,,2,YES,NOT YET,3,
60153,,CVG,,2,YES,NOT YET,3,
60154,,CVG,,2,YES,NOT YET,3,
60155,,CVG,,2,YES,NOT YET,3,
60156,,CVG,,2,YES,NOT YET,3,
60160,,CVG,,2,YES,NOT YET,3,
60162,,CVG,,2,YES,NOT YET,3,
60163,,CVG,,2,YES,NOT YET,3,
60164,,CVG,,2,YES,NOT YET,3,
60165,,CVG,,2,YES,NOT YET,3,
60169,,CVG,,2,YES,NOT YET,3,
60172,,CVG,,2,YES,NOT YET,3,
60173,,CVG,,2,YES,NOT YET,3,
60174,,CVG,,2,YES,NOT YET,3,
60175,,CVG,,2,YES,NOT YET,3,
60176,,CVG,,2,YES,NOT YET,3,
60177,,CVG,,2,YES,NOT YET,3,
60178,,CVG,,2,YES,NOT YET,3,
60181,,CVG,,2,YES,NOT YET,3,
60185,,CVG,,2,YES,NOT YET,3,
60186,,CVG,,2,YES,NOT YET,3,
60187,,CVG,,2,YES,NOT YET,3,
60188,,CVG,,2,YES,NOT YET,3,
60189,,CVG,,2,YES,NOT YET,3,
60190,,CVG,,2,YES,NOT YET,3,
60191,,CVG,,2,YES,NOT YET,3,
60192,,CVG,,2,YES,NOT YET,3,
60193,,CVG,,2,YES,NOT YET,3,
60194,,CVG,,2,YES,NOT YET,3,
60195,,CVG,,2,YES,NOT YET,3,
60201,,CVG,,2,YES,NOT YET,3,
60202,,CVG,,2,YES,NOT YET,3,
60203,,CVG,,2,YES,NOT YET,3,
60208,,CVG,,2,YES,NOT YET,3,
60301,,CVG,,2,YES,NOT YET,3,
60302,,CVG,,2,YES,NOT YET,3,
60303,,CVG,,2,YES,NOT YET,3,
60304,,CVG,,2,YES,NOT YET,3,
60305,,CVG,,2,YES,NOT YET,3,
60402,,CVG,,2,YES,NOT YET,3,
60403,,CVG,,2,YES,NOT YET,3,
60404,,CVG,,2,YES,NOT YET,3,
60409,,CVG,,2,YES,NOT YET,3,
60410,,CVG,,2,YES,NOT YET,3,
60411,,CVG,,2,YES,NOT YET,3,
60415,,CVG,,2,YES,NOT YET,3,
60417,,CVG,,2,YES,NOT YET,3,
60418,,CVG,,2,YES,NOT YET,3,
60422,,CVG,,2,YES,NOT YET,3,
60423,,CVG,,2,YES,NOT YET,3,
60425,,CVG,,2,YES,NOT YET,3,
60426,,CVG,,2,YES,NOT YET,3,
60428,,CVG,,2,YES,NOT YET,3,
60430,,CVG,,2,YES,NOT YET,3,
60431,,CVG,,2,YES,NOT YET,3,
60432,,CVG,,2,YES,NOT YET,3,
60433,,CVG,,2,YES,NOT YET,3,
60435,,CVG,,2,YES,NOT YET,3,
60436,,CVG,,2,YES,NOT YET,3,
60438,,CVG,,2,YES,NOT YET,3,
60439,,CVG,,2,YES,NOT YET,3,
60440,,CVG,,2,YES,NOT YET,3,
60441,,CVG,,2,YES,NOT YET,3,
60443,,CVG,,2,YES,NOT YET,3,
60445,,CVG,,2,YES,NOT YET,3,
60446,,CVG,,2,YES,NOT YET,3,
60448,,CVG,,2,YES,NOT YET,3,
60451,,CVG,,2,YES,NOT YET,3,
60452,,CVG,,2,YES,NOT YET,3,
60453,,CVG,,2,YES,NOT YET,3,
60455,,CVG,,2,YES,NOT YET,3,
60456,,CVG,,2,YES,NOT YET,3,
60457,,CVG,,2,YES,NOT YET,3,
60458,,CVG,,2,YES,NOT YET,3,
60459,,CVG,,2,YES,NOT YET,3,
60461,,CVG,,2,YES,NOT YET,3,
60462,,CVG,,2,YES,NOT YET,3,
60463,,CVG,,2,YES,NOT YET,3,
60464,,CVG,,2,YES,NOT YET,3,
60465,,CVG,,2,YES,NOT YET,3,
60466,,CVG,,2,YES,NOT YET,3,
60467,,CVG,,2,YES,NOT YET,3,
60471,,CVG,,2,YES,NOT YET,3,
60476,,CVG,,2,YES,NOT YET,3,
60477,,CVG,,2,YES,NOT YET,3,
60478,,CVG,,2,YES,NOT YET,3,
60482,,CVG,,2,YES,NOT YET,3,
60484,,CVG,,2,YES,NOT YET,3,
60487,,CVG,,2,YES,NOT YET,3,
60490,,CVG,,2,YES,NOT YET,3,
60491,,CVG,,2,YES,NOT YET,3,
60502,,CVG,,2,YES,NOT YET,3,
60503,,CVG,,2,YES,NOT YET,3,
60504,,CVG,,2,YES,NOT YET,3,
60505,,CVG,,2,YES,NOT YET,3,
60506,,CVG,,2,YES,NOT YET,3,
60507,,CVG,,2,YES,NOT YET,3,
60510,,CVG,,2,YES,NOT YET,3,
60513,,CVG,,2,YES,NOT YET,3,
60514,,CVG,,2,YES,NOT YET,3,
60515,,CVG,,2,YES,NOT YET,3,
60516,,CVG,,2,YES,NOT YET,3,
60517,,CVG,,2,YES,NOT YET,3,
60521,,CVG,,2,YES,NOT YET,3,
60523,,CVG,,2,YES,NOT YET,3,
60525,,CVG,,2,YES,NOT YET,3,
60526,,CVG,,2,YES,NOT YET,3,
60527,,CVG,,2,YES,NOT YET,3,
60532,,CVG,,2,YES,NOT YET,3,
60538,,CVG,,2,YES,NOT YET,3,
60539,,CVG,,2,YES,NOT YET,3,
60540,,CVG,,2,YES,NOT YET,3,
60542,,CVG,,2,YES,NOT YET,3,
60543,,CVG,,2,YES,NOT YET,3,
60544,,CVG,,2,YES,NOT YET,3,
60546,,CVG,,2,YES,NOT YET,3,
60555,,CVG,,2,YES,NOT YET,3,
60558,,CVG,,2,YES,NOT YET,3,
60559,,CVG,,2,YES,NOT YET,3,
60561,,CVG,,2,YES,NOT YET,3,
60563,,CVG,,2,YES,NOT YET,3,
60564,,CVG,,2,YES,NOT YET,3,
60565,,CVG,,2,YES,NOT YET,3,
60566,,CVG,,2,YES,NOT YET,3,
60585,,CVG,,2,YES,NOT YET,3,
60586,,CVG,,2,YES,NOT YET,3,
60598,,CVG,,2,YES,NOT YET,3,
60601,,CVG,,2,YES,NOT YET,3,
60602,,CVG,,2,YES,NOT YET,3,
60603,,CVG,,2,YES,NOT YET,3,
60604,,CVG,,2,YES,NOT YET,3,
60605,,CVG,,2,YES,NOT YET,3,
60606,,CVG,,2,YES,NOT YET,3,
60607,,CVG,,2,YES,NOT YET,3,
60608,,CVG,,2,YES,NOT YET,3,
60609,,CVG,,2,YES,NOT YET,3,
60610,,CVG,,2,YES,NOT YET,3,
60611,,CVG,,2,YES,NOT YET,3,
60612,,CVG,,2,YES,NOT YET,3,
60613,,CVG,,2,YES,NOT YET,3,
60614,,CVG,,2,YES,NOT YET,3,
60615,,CVG,,2,YES,NOT YET,3,
60616,,CVG,,2,YES,NOT YET,3,
60617,,CVG,,2,YES,NOT YET,3,
60618,,CVG,,2,YES,NOT YET,3,
60619,,CVG,,2,YES,NOT YET,3,
60620,,CVG,,2,YES,NOT YET,3,
60622,,CVG,,2,YES,NOT YET,3,
60623,,CVG,,2,YES,NOT YET,3,
60625,,CVG,,2,YES,NOT YET,3,
60626,,CVG,,2,YES,NOT YET,3,
60628,,CVG,,2,YES,NOT YET,3,
60629,,CVG,,2,YES,NOT YET,3,
60630,,CVG,,2,YES,NOT YET,3,
60631,,CVG,,2,YES,NOT YET,3,
60632,,CVG,,2,YES,NOT YET,3,
60634,,CVG,,2,YES,NOT YET,3,
60637,,CVG,,2,YES,NOT YET,3,
60638,,CVG,,2,YES,NOT YET,3,
60639,,CVG,,2,YES,NOT YET,3,
60640,,CVG,,2,YES,NOT YET,3,
60641,,CVG,,2,YES,NOT YET,3,
60642,,CVG,,2,YES,NOT YET,3,
60643,,CVG,,2,YES,NOT YET,3,
60645,,CVG,,2,YES,NOT YET,3,
60646,,CVG,,2,YES,NOT YET,3,
60647,,CVG,,2,YES,NOT YET,3,
60649,,CVG,,2,YES,NOT YET,3,
60651,,CVG,,2,YES,NOT YET,3,
60652,,CVG,,2,YES,NOT YET,3,
60653,,CVG,,2,YES,NOT YET,3,
60654,,CVG,,2,YES,NOT YET,3,
60655,,CVG,,2,YES,NOT YET,3,
60656,,CVG,,2,YES,NOT YET,3,
60657,,CVG,,2,YES,NOT YET,3,
60659,,CVG,,2,YES,NOT YET,3,
60660,,CVG,,2,YES,NOT YET,3,
60661,,CVG,,2,YES,NOT YET,3,
60706,,CVG,,2,YES,NOT YET,3,
60707,,CVG,,2,YES,NOT YET,3,
60712,,CVG,,2,YES,NOT YET,3,
60714,,CVG,,2,YES,NOT YET,3,
60803,,CVG,,2,YES,NOT YET,3,
60804,,CVG,,2,YES,NOT YET,3,
60805,,CVG,,2,YES,NOT YET,3,
60901,,CVG,,2,YES,NOT YET,3,
60914,,CVG,,2,YES,NOT YET,3,
61008,,CVG,,2,YES,NOT YET,3,
61032,,CVG,,2,YES,NOT YET,3,
61073,,CVG,,2,YES,NOT YET,3,
61080,,CVG,,2,YES,NOT YET,3,
61101,,CVG,,2,YES,NOT YET,3,
61102,,CVG,,2,YES,NOT YET,3,
61103,,CVG,,2,YES,NOT YET,3,
61104,,CVG,,2,YES,NOT YET,3,
61107,,CVG,,2,YES,NOT YET,3,
61108,,CVG,,2,YES,NOT YET,3,
61109,,CVG,,2,YES,NOT YET,3,
61111,,CVG,,2,YES,NOT YET,3,
61112,,CVG,,2,YES,NOT YET,3,
61114,,CVG,,2,YES,NOT YET,3,
61115,,CVG,,2,YES,NOT YET,3,
61126,,CVG,,2,YES,NOT YET,3,
61130,,CVG,,2,YES,NOT YET,3,
61132,,CVG,,2,YES,NOT YET,3,
61201,,CVG,,2,YES,NOT YET,4,
61239,,CVG,,2,YES,NOT YET,4,
61244,,CVG,,2,YES,NOT YET,4,
61264,,CVG,,2,YES,NOT YET,4,
61265,,CVG,,2,YES,NOT YET,4,
61282,,CVG,,2,YES,NOT YET,4,
61301,,CVG,,2,YES,NOT YET,3,
61354,,CVG,,2,YES,NOT YET,3,
61401,,CVG,,2,YES,NOT YET,3,
61402,,CVG,,2,YES,NOT YET,3,
61550,,CVG,,2,YES,NOT YET,3,
61554,,CVG,,2,YES,NOT YET,3,
61555,,CVG,,2,YES,NOT YET,3,
61571,,CVG,,2,YES,NOT YET,3,
61602,,CVG,,2,YES,NOT YET,3,
61603,,CVG,,2,YES,NOT YET,3,
61604,,CVG,,2,YES,NOT YET,3,
61605,,CVG,,2,YES,NOT YET,3,
61606,,CVG,,2,YES,NOT YET,3,
61610,,CVG,,2,YES,NOT YET,3,
61611,,CVG,,2,YES,NOT YET,3,
61612,,CVG,,2,YES,NOT YET,3,
61614,,CVG,,2,YES,NOT YET,3,
61615,,CVG,,2,YES,NOT YET,3,
61616,,CVG,,2,YES,NOT YET,3,
61701,,CVG,,2,YES,NOT YET,3,
61704,,CVG,,2,YES,NOT YET,3,
61705,,CVG,,2,YES,NOT YET,3,
61761,,CVG,,2,YES,NOT YET,3,
61801,,CVG,,2,YES,NOT YET,3,
61803,,CVG,,2,YES,NOT YET,3,
61820,,CVG,,2,YES,NOT YET,3,
61821,,CVG,,2,YES,NOT YET,3,
61822,,CVG,,2,YES,NOT YET,3,
61824,,CVG,,2,YES,NOT YET,3,
61826,,CVG,,2,YES,NOT YET,3,
61832,,CVG,,2,YES,NOT YET,3,
61833,,CVG,,2,YES,NOT YET,3,
61883,,CVG,,2,YES,NOT YET,3,
62521,,CVG,,2,YES,NOT YET,3,
62522,,CVG,,2,YES,NOT YET,3,
62523,,CVG,,2,YES,NOT YET,3,
62524,,CVG,,2,YES,NOT YET,3,
62525,,CVG,,2,YES,NOT YET,3,
62526,,CVG,,2,YES,NOT YET,3,
62629,,CVG,,2,YES,NOT YET,3,
62650,,CVG,,2,YES,NOT YET,3,
62651,,CVG,,2,YES,NOT YET,3,
62702,,CVG,,2,YES,NOT YET,3,
62703,,CVG,,2,YES,NOT YET,3,
62704,,CVG,,2,YES,NOT YET,3,
62707,,CVG,,2,YES,NOT YET,3,
62711,,CVG,,2,YES,NOT YET,3,
62712,,CVG,,2,YES,NOT YET,3,
63101,,CVG,,2,YES,NOT YET,4,
63102,,CVG,,2,YES,NOT YET,4,
63103,,CVG,,2,YES,NOT YET,4,
63104,,CVG,,2,YES,NOT YET,4,
63105,,CVG,,2,YES,NOT YET,4,
63106,,CVG,,2,YES,NOT YET,4,
63107,,CVG,,2,YES,NOT YET,4,
63108,,CVG,,2,YES,NOT YET,4,
63109,,CVG,,2,YES,NOT YET,4,
63110,,CVG,,2,YES,NOT YET,4,
63111,,CVG,,2,YES,NOT YET,4,
63112,,CVG,,2,YES,NOT YET,4,
63113,,CVG,,2,YES,NOT YET,4,
63114,,CVG,,2,YES,NOT YET,4,
63115,,CVG,,2,YES,NOT YET,4,
63116,,CVG,,2,YES,NOT YET,4,
63117,,CVG,,2,YES,NOT YET,4,
63118,,CVG,,2,YES,NOT YET,4,
63119,,CVG,,2,YES,NOT YET,4,
63120,,CVG,,2,YES,NOT YET,4,
63121,,CVG,,2,YES,NOT YET,4,
63122,,CVG,,2,YES,NOT YET,4,
63123,,CVG,,2,YES,NOT YET,4,
63124,,CVG,,2,YES,NOT YET,4,
63125,,CVG,,2,YES,NOT YET,4,
63126,,CVG,,2,YES,NOT YET,4,
63127,,CVG,,2,YES,NOT YET,4,
63128,,CVG,,2,YES,NOT YET,4,
63129,,CVG,,2,YES,NOT YET,4,
63130,,CVG,,2,YES,NOT YET,4,
63131,,CVG,,2,YES,NOT YET,4,
63132,,CVG,,2,YES,NOT YET,4,
63133,,CVG,,2,YES,NOT YET,4,
63134,,CVG,,2,YES,NOT YET,4,
63135,,CVG,,2,YES,NOT YET,4,
63136,,CVG,,2,YES,NOT YET,4,
63137,,CVG,,2,YES,NOT YET,4,
63138,,CVG,,2,YES,NOT YET,4,
63139,,CVG,,2,YES,NOT YET,4,
63140,,CVG,,2,YES,NOT YET,4,
63141,,CVG,,2,YES,NOT YET,4,
63143,,CVG,,2,YES,NOT YET,4,
63144,,CVG,,2,YES,NOT YET,4,
63145,,CVG,,2,YES,NOT YET,4,
63146,,CVG,,2,YES,NOT YET,4,
63147,,CVG,,2,YES,NOT YET,4,
63150,,CVG,,2,YES,NOT YET,4,
63151,,CVG,,2,YES,NOT YET,4,
63155,,CVG,,2,YES,NOT YET,4,
63156,,CVG,,2,YES,NOT YET,4,
63157,,CVG,,2,YES,NOT YET,4,
63158,,CVG,,2,YES,NOT YET,4,
63160,,CVG,,2,YES,NOT YET,4,
63163,,CVG,,2,YES,NOT YET,4,
63164,,CVG,,2,YES,NOT YET,4,
63166,,CVG,,2,YES,NOT YET,4,
63167,,CVG,,2,YES,NOT YET,4,
63169,,CVG,,2,YES,NOT YET,4,
63171,,CVG,,2,YES,NOT YET,4,
63177,,CVG,,2,YES,NOT YET,4,
63178,,CVG,,2,YES,NOT YET,4,
63179,,CVG,,2,YES,NOT YET,4,
63180,,CVG,,2,YES,NOT YET,4,
63188,,CVG,,2,YES,NOT YET,4,
63195,,CVG,,2,YES,NOT YET,4,
63197,,CVG,,2,YES,NOT YET,4,
63199,,CVG,,2,YES,NOT YET,4,
63376,,CVG,,2,YES,NOT YET,4,
64101,,CVG,,2,YES,NOT YET,4,
64102,,CVG,,2,YES,NOT YET,4,
64105,,CVG,,2,YES,NOT YET,4,
64106,,CVG,,2,YES,NOT YET,4,
64108,,CVG,,2,YES,NOT YET,4,
64109,,CVG,,2,YES,NOT YET,4,
64110,,CVG,,2,YES,NOT YET,4,
64111,,CVG,,2,YES,NOT YET,4,
64112,,CVG,,2,YES,NOT YET,4,
64113,,CVG,,2,YES,NOT YET,4,
64114,,CVG,,2,YES,NOT YET,4,
64116,,CVG,,2,YES,NOT YET,4,
64117,,CVG,,2,YES,NOT YET,4,
64118,,CVG,,2,YES,NOT YET,4,
64119,,CVG,,2,YES,NOT YET,4,
64120,,CVG,,2,YES,NOT YET,4,
64121,,CVG,,2,YES,NOT YET,4,
64123,,CVG,,2,YES,NOT YET,4,
64124,,CVG,,2,YES,NOT YET,4,
64125,,CVG,,2,YES,NOT YET,4,
64126,,CVG,,2,YES,NOT YET,4,
64127,,CVG,,2,YES,NOT YET,4,
64128,,CVG,,2,YES,NOT YET,4,
64129,,CVG,,2,YES,NOT YET,4,
64130,,CVG,,2,YES,NOT YET,4,
64131,,CVG,,2,YES,NOT YET,4,
64132,,CVG,,2,YES,NOT YET,4,
64133,,CVG,,2,YES,NOT YET,4,
64134,,CVG,,2,YES,NOT YET,4,
